pattern,strategy,turn,player_action,intent_type,joy_before,trust_before,fear_before,surprise_before,sadness_before,disgust_before,anger_before,anticipation_before,valence_before,arousal_before,dominant_emotion_before,selected_behavior,behavior_type,base_priority,emotional_modifier,effective_priority,priority_override,joy_after,trust_after,fear_after,surprise_after,sadness_after,disgust_after,anger_after,anticipation_after,valence_after,arousal_after,dominant_emotion_after
Pure Transactional,fixed_priority,27,Player negotiates cost (turn 27),Request,0.842,0.950,0.000,0.000,-0.842,-0.950,0.000,0.000,0.512,0.448,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.942,1.000,0.000,0.000,-0.942,-1.000,0.000,0.000,0.555,0.485,disgust
Pure Transactional,fixed_priority,28,Player makes purchase (turn 28),Request,0.848,0.950,0.000,0.000,-0.848,-0.950,0.000,0.000,0.514,0.449,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.948,1.000,0.000,0.000,-0.948,-1.000,0.000,0.000,0.556,0.487,disgust
Pure Transactional,fixed_priority,29,Player asks about inventory (turn 29),Request,0.853,0.950,0.000,0.000,-0.853,-0.950,0.000,0.000,0.515,0.451,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.953,1.000,0.000,0.000,-0.953,-1.000,0.000,0.000,0.558,0.488,disgust
Pure Transactional,fixed_priority,30,Player asks about prices (turn 30),Request,0.858,0.950,0.000,0.000,-0.858,-0.950,0.000,0.000,0.516,0.452,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.958,1.000,0.000,0.000,-0.958,-1.000,0.000,0.000,0.559,0.489,disgust
Pure Transactional,random_selection,1,Player requests specific item (turn 1),Request,0.000,0.050,0.000,0.000,0.000,-0.050,0.000,0.000,0.014,0.013,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.050,0.000,0.000,0.000,-0.050,0.000,0.000,0.014,0.013,disgust
Pure Transactional,random_selection,2,Player negotiates cost (turn 2),Request,0.000,0.095,0.000,0.000,0.000,-0.095,0.000,0.000,0.027,0.024,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.100,0.245,0.000,0.000,-0.100,-0.245,0.000,0.000,0.099,0.086,disgust
Pure Transactional,random_selection,3,Player makes purchase (turn 3),Request,0.090,0.271,0.000,0.000,-0.090,-0.271,0.000,0.000,0.103,0.090,disgust,JoyfulBehavior,emotional,50,0,50,false,0.140,0.370,0.000,0.000,-0.140,-0.370,0.000,0.000,0.146,0.128,disgust
Pure Transactional,random_selection,4,Player asks about inventory (turn 4),Request,0.126,0.383,0.000,0.000,-0.126,-0.383,0.000,0.000,0.146,0.127,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.126,0.383,0.000,0.000,-0.126,-0.383,0.000,0.000,0.146,0.127,disgust
Pure Transactional,random_selection,5,Player asks about prices (turn 5),Request,0.113,0.395,0.000,0.000,-0.113,-0.395,0.000,0.000,0.145,0.127,disgust,JoyfulBehavior,emotional,50,0,50,false,0.163,0.495,0.000,0.000,-0.163,-0.495,0.000,0.000,0.188,0.165,disgust
Pure Transactional,random_selection,6,Player requests specific item (turn 6),Request,0.147,0.496,0.000,0.000,-0.147,-0.496,0.000,0.000,0.184,0.161,disgust,CautiousBehavior,emotional,40,0,40,false,0.147,0.496,-0.050,-0.100,-0.147,-0.496,0.050,0.100,0.198,0.198,disgust
Pure Transactional,random_selection,7,Player negotiates cost (turn 7),Request,0.132,0.496,-0.045,-0.090,-0.132,-0.496,0.045,0.090,0.192,0.191,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.132,0.496,-0.045,-0.090,-0.132,-0.496,0.045,0.090,0.192,0.191,disgust
Pure Transactional,random_selection,8,Player makes purchase (turn 8),Request,0.119,0.496,-0.040,-0.081,-0.119,-0.496,0.040,0.081,0.187,0.184,disgust,CautiousBehavior,emotional,40,0,40,false,0.119,0.496,-0.090,-0.181,-0.119,-0.496,0.090,0.181,0.202,0.222,disgust
Pure Transactional,random_selection,9,Player asks about inventory (turn 9),Request,0.107,0.497,-0.081,-0.163,-0.107,-0.497,0.081,0.163,0.196,0.212,disgust,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.107,0.497,-0.081,-0.163,-0.107,-0.497,0.081,0.163,0.196,0.212,disgust
Pure Transactional,random_selection,10,Player asks about prices (turn 10),Request,0.096,0.497,-0.073,-0.147,-0.096,-0.497,0.073,0.147,0.191,0.203,disgust,JoyfulBehavior,emotional,50,0,50,false,0.146,0.597,-0.073,-0.147,-0.146,-0.597,0.073,0.147,0.233,0.241,disgust
Pure Transactional,random_selection,11,Player requests specific item (turn 11),Request,0.132,0.587,-0.066,-0.132,-0.132,-0.587,0.066,0.132,0.224,0.229,disgust,JoyfulBehavior,emotional,50,0,50,false,0.182,0.687,-0.066,-0.132,-0.182,-0.687,0.066,0.132,0.267,0.267,disgust
Pure Transactional,random_selection,12,Player negotiates cost (turn 12),Request,0.164,0.669,-0.059,-0.119,-0.164,-0.669,0.059,0.119,0.255,0.253,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.164,0.669,-0.059,-0.119,-0.164,-0.669,0.059,0.119,0.255,0.253,disgust
Pure Transactional,random_selection,13,Player makes purchase (turn 13),Request,0.147,0.652,-0.053,-0.107,-0.147,-0.652,0.053,0.107,0.244,0.240,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.247,0.802,-0.053,-0.107,-0.247,-0.802,0.053,0.107,0.315,0.302,disgust
Pure Transactional,random_selection,14,Player asks about inventory (turn 14),Request,0.223,0.772,-0.048,-0.096,-0.223,-0.772,0.048,0.096,0.298,0.285,disgust,JoyfulBehavior,emotional,50,0,50,false,0.273,0.872,-0.048,-0.096,-0.273,-0.872,0.048,0.096,0.341,0.322,disgust
Pure Transactional,random_selection,15,Player asks about prices (turn 15),Request,0.245,0.834,-0.043,-0.087,-0.245,-0.834,0.043,0.087,0.321,0.302,disgust,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.245,0.834,-0.043,-0.087,-0.245,-0.834,0.043,0.087,0.321,0.302,disgust
Pure Transactional,random_selection,16,Player requests specific item (turn 16),Request,0.221,0.801,-0.039,-0.078,-0.221,-0.801,0.039,0.078,0.303,0.285,disgust,CautiousBehavior,emotional,40,0,40,false,0.221,0.801,-0.089,-0.178,-0.221,-0.801,0.089,0.178,0.317,0.322,disgust
Pure Transactional,random_selection,17,Player negotiates cost (turn 17),Request,0.199,0.771,-0.080,-0.160,-0.199,-0.771,0.080,0.160,0.300,0.302,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.199,0.771,-0.080,-0.160,-0.199,-0.771,0.080,0.160,0.300,0.302,disgust
Pure Transactional,random_selection,18,Player makes purchase (turn 18),Request,0.179,0.744,-0.072,-0.144,-0.179,-0.744,0.072,0.144,0.284,0.285,disgust,CautiousBehavior,emotional,40,0,40,false,0.179,0.744,-0.122,-0.244,-0.179,-0.744,0.122,0.244,0.298,0.322,disgust
Pure Transactional,random_selection,19,Player asks about inventory (turn 19),Request,0.161,0.719,-0.110,-0.220,-0.161,-0.719,0.110,0.220,0.283,0.302,disgust,JoyfulBehavior,emotional,50,0,50,false,0.211,0.819,-0.110,-0.220,-0.211,-0.819,0.110,0.220,0.326,0.340,disgust
Pure Transactional,random_selection,20,Player asks about prices (turn 20),Request,0.190,0.787,-0.099,-0.198,-0.190,-0.787,0.099,0.198,0.307,0.318,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.190,0.787,-0.099,-0.198,-0.190,-0.787,0.099,0.198,0.307,0.318,disgust
Pure Transactional,random_selection,21,Player requests specific item (turn 21),Request,0.171,0.759,-0.089,-0.178,-0.171,-0.759,0.089,0.178,0.291,0.299,disgust,JoyfulBehavior,emotional,50,0,50,false,0.221,0.859,-0.089,-0.178,-0.221,-0.859,0.089,0.178,0.334,0.337,disgust
Pure Transactional,random_selection,22,Player negotiates cost (turn 22),Request,0.199,0.823,-0.080,-0.160,-0.199,-0.823,0.080,0.160,0.315,0.315,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.199,0.823,-0.080,-0.160,-0.199,-0.823,0.080,0.160,0.315,0.315,disgust
Pure Transactional,random_selection,23,Player makes purchase (turn 23),Request,0.179,0.791,-0.072,-0.144,-0.179,-0.791,0.072,0.144,0.298,0.296,disgust,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.179,0.791,-0.072,-0.144,-0.179,-0.791,0.072,0.144,0.298,0.296,disgust
Pure Transactional,random_selection,24,Player asks about inventory (turn 24),Request,0.161,0.762,-0.065,-0.130,-0.161,-0.762,0.065,0.130,0.282,0.279,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.261,0.912,-0.065,-0.130,-0.261,-0.912,0.065,0.130,0.354,0.342,disgust
Pure Transactional,random_selection,25,Player asks about prices (turn 25),Request,0.235,0.870,-0.058,-0.117,-0.235,-0.870,0.058,0.117,0.332,0.320,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.335,1.000,-0.058,-0.117,-0.335,-1.000,0.058,0.117,0.398,0.378,disgust
Pure Transactional,random_selection,26,Player requests specific item (turn 26),Request,0.301,0.950,-0.053,-0.105,-0.301,-0.950,0.053,0.105,0.373,0.352,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.301,0.950,-0.053,-0.105,-0.301,-0.950,0.053,0.105,0.373,0.352,disgust
Pure Transactional,random_selection,27,Player negotiates cost (turn 27),Request,0.271,0.905,-0.047,-0.095,-0.271,-0.905,0.047,0.095,0.350,0.330,disgust,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.271,0.905,-0.047,-0.095,-0.271,-0.905,0.047,0.095,0.350,0.330,disgust
Pure Transactional,random_selection,28,Player makes purchase (turn 28),Request,0.244,0.864,-0.043,-0.085,-0.244,-0.864,0.043,0.085,0.329,0.309,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.344,1.000,-0.043,-0.085,-0.344,-1.000,0.043,0.085,0.396,0.368,disgust
Pure Transactional,random_selection,29,Player asks about inventory (turn 29),Request,0.310,0.950,-0.038,-0.077,-0.310,-0.950,0.038,0.077,0.371,0.344,disgust,CautiousBehavior,emotional,40,0,40,false,0.310,0.950,-0.088,-0.177,-0.310,-0.950,0.088,0.177,0.385,0.381,disgust
Pure Transactional,random_selection,30,Player asks about prices (turn 30),Request,0.279,0.905,-0.079,-0.159,-0.279,-0.905,0.079,0.159,0.361,0.356,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.379,1.000,-0.079,-0.159,-0.379,-1.000,0.079,0.159,0.417,0.404,disgust
Fearful Submissive,emotion_modulated,1,Player expresses fear and asks for protection (turn 1),Request,0.000,0.050,0.000,0.000,0.000,-0.050,0.000,0.000,0.014,0.013,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.050,0.000,0.000,0.000,-0.050,0.000,0.000,0.014,0.013,disgust
Fearful Submissive,emotion_modulated,2,Player expresses fear and asks for protection (turn 2),Request,0.000,0.095,0.000,0.000,0.000,-0.095,0.000,0.000,0.027,0.024,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.095,0.000,0.000,0.000,-0.095,0.000,0.000,0.027,0.024,disgust
Fearful Submissive,emotion_modulated,3,Player expresses fear and asks for protection (turn 3),Request,0.000,0.135,0.000,0.000,0.000,-0.135,0.000,0.000,0.039,0.034,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.135,0.000,0.000,0.000,-0.135,0.000,0.000,0.039,0.034,disgust
Fearful Submissive,emotion_modulated,4,Player expresses fear and asks for protection (turn 4),Request,0.000,0.172,0.000,0.000,0.000,-0.172,0.000,0.000,0.049,0.043,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.172,0.000,0.000,0.000,-0.172,0.000,0.000,0.049,0.043,disgust
Fearful Submissive,emotion_modulated,5,Player expresses fear and asks for protection (turn 5),Request,0.000,0.205,0.000,0.000,0.000,-0.205,0.000,0.000,0.059,0.051,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.205,0.000,0.000,0.000,-0.205,0.000,0.000,0.059,0.051,disgust
Fearful Submissive,emotion_modulated,6,Player expresses fear and asks for protection (turn 6),Request,0.000,0.234,0.000,0.000,0.000,-0.234,0.000,0.000,0.067,0.059,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.234,0.000,0.000,0.000,-0.234,0.000,0.000,0.067,0.059,disgust
Fearful Submissive,emotion_modulated,7,Player expresses fear and asks for protection (turn 7),Request,0.000,0.261,0.000,0.000,0.000,-0.261,0.000,0.000,0.075,0.065,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.261,0.000,0.000,0.000,-0.261,0.000,0.000,0.075,0.065,disgust
Fearful Submissive,emotion_modulated,8,Player expresses fear and asks for protection (turn 8),Request,0.000,0.285,0.000,0.000,0.000,-0.285,0.000,0.000,0.081,0.071,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.285,0.000,0.000,0.000,-0.285,0.000,0.000,0.081,0.071,disgust
Fearful Submissive,emotion_modulated,9,Player expresses fear and asks for protection (turn 9),Request,0.000,0.306,0.000,0.000,0.000,-0.306,0.000,0.000,0.088,0.077,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.306,0.000,0.000,0.000,-0.306,0.000,0.000,0.088,0.077,disgust
Fearful Submissive,emotion_modulated,10,Player expresses fear and asks for protection (turn 10),Request,0.000,0.326,0.000,0.000,0.000,-0.326,0.000,0.000,0.093,0.081,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.326,0.000,0.000,0.000,-0.326,0.000,0.000,0.093,0.081,disgust
Fearful Submissive,emotion_modulated,11,Player expresses fear and asks for protection (turn 11),Request,0.000,0.343,0.000,0.000,0.000,-0.343,0.000,0.000,0.098,0.086,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.343,0.000,0.000,0.000,-0.343,0.000,0.000,0.098,0.086,disgust
Fearful Submissive,emotion_modulated,12,Player expresses fear and asks for protection (turn 12),Request,0.000,0.359,0.000,0.000,0.000,-0.359,0.000,0.000,0.103,0.090,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.359,0.000,0.000,0.000,-0.359,0.000,0.000,0.103,0.090,disgust
Fearful Submissive,emotion_modulated,13,Player expresses fear and asks for protection (turn 13),Request,0.000,0.373,0.000,0.000,0.000,-0.373,0.000,0.000,0.107,0.093,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.373,0.000,0.000,0.000,-0.373,0.000,0.000,0.107,0.093,disgust
Fearful Submissive,emotion_modulated,14,Player expresses fear and asks for protection (turn 14),Request,0.000,0.386,0.000,0.000,0.000,-0.386,0.000,0.000,0.110,0.096,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.386,0.000,0.000,0.000,-0.386,0.000,0.000,0.110,0.096,disgust
Fearful Submissive,emotion_modulated,15,Player expresses fear and asks for protection (turn 15),Request,0.000,0.397,0.000,0.000,0.000,-0.397,0.000,0.000,0.113,0.099,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.397,0.000,0.000,0.000,-0.397,0.000,0.000,0.113,0.099,disgust
Fearful Submissive,emotion_modulated,16,Player expresses fear and asks for protection (turn 16),Request,0.000,0.407,0.000,0.000,0.000,-0.407,0.000,0.000,0.116,0.102,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.407,0.000,0.000,0.000,-0.407,0.000,0.000,0.116,0.102,disgust
Fearful Submissive,emotion_modulated,17,Player expresses fear and asks for protection (turn 17),Request,0.000,0.417,0.000,0.000,0.000,-0.417,0.000,0.000,0.119,0.104,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.417,0.000,0.000,0.000,-0.417,0.000,0.000,0.119,0.104,disgust
Fearful Submissive,emotion_modulated,18,Player expresses fear and asks for protection (turn 18),Request,0.000,0.425,0.000,0.000,0.000,-0.425,0.000,0.000,0.121,0.106,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.425,0.000,0.000,0.000,-0.425,0.000,0.000,0.121,0.106,disgust
Fearful Submissive,emotion_modulated,19,Player expresses fear and asks for protection (turn 19),Request,0.000,0.432,0.000,0.000,0.000,-0.432,0.000,0.000,0.124,0.108,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.432,0.000,0.000,0.000,-0.432,0.000,0.000,0.124,0.108,disgust
Fearful Submissive,emotion_modulated,20,Player expresses fear and asks for protection (turn 20),Request,0.000,0.439,0.000,0.000,0.000,-0.439,0.000,0.000,0.125,0.110,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.439,0.000,0.000,0.000,-0.439,0.000,0.000,0.125,0.110,disgust
Fearful Submissive,emotion_modulated,21,Player expresses fear and asks for protection (turn 21),Request,0.000,0.445,0.000,0.000,0.000,-0.445,0.000,0.000,0.127,0.111,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.445,0.000,0.000,0.000,-0.445,0.000,0.000,0.127,0.111,disgust
Fearful Submissive,emotion_modulated,22,Player expresses fear and asks for protection (turn 22),Request,0.000,0.451,0.000,0.000,0.000,-0.451,0.000,0.000,0.129,0.113,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.451,0.000,0.000,0.000,-0.451,0.000,0.000,0.129,0.113,disgust
Fearful Submissive,emotion_modulated,23,Player expresses fear and asks for protection (turn 23),Request,0.000,0.456,0.000,0.000,0.000,-0.456,0.000,0.000,0.130,0.114,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.456,0.000,0.000,0.000,-0.456,0.000,0.000,0.130,0.114,disgust
Fearful Submissive,emotion_modulated,24,Player expresses fear and asks for protection (turn 24),Request,0.000,0.460,0.000,0.000,0.000,-0.460,0.000,0.000,0.131,0.115,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.460,0.000,0.000,0.000,-0.460,0.000,0.000,0.131,0.115,disgust
Fearful Submissive,emotion_modulated,25,Player expresses fear and asks for protection (turn 25),Request,0.000,0.464,0.000,0.000,0.000,-0.464,0.000,0.000,0.133,0.116,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.464,0.000,0.000,0.000,-0.464,0.000,0.000,0.133,0.116,disgust
Fearful Submissive,emotion_modulated,26,Player expresses fear and asks for protection (turn 26),Request,0.000,0.468,0.000,0.000,0.000,-0.468,0.000,0.000,0.134,0.117,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.468,0.000,0.000,0.000,-0.468,0.000,0.000,0.134,0.117,disgust
Fearful Submissive,emotion_modulated,27,Player expresses fear and asks for protection (turn 27),Request,0.000,0.471,0.000,0.000,0.000,-0.471,0.000,0.000,0.135,0.118,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.471,0.000,0.000,0.000,-0.471,0.000,0.000,0.135,0.118,disgust
Fearful Submissive,emotion_modulated,28,Player expresses fear and asks for protection (turn 28),Request,0.000,0.474,0.000,0.000,0.000,-0.474,0.000,0.000,0.135,0.118,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.474,0.000,0.000,0.000,-0.474,0.000,0.000,0.135,0.118,disgust
Fearful Submissive,emotion_modulated,29,Player expresses fear and asks for protection (turn 29),Request,0.000,0.476,0.000,0.000,0.000,-0.476,0.000,0.000,0.136,0.119,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.476,0.000,0.000,0.000,-0.476,0.000,0.000,0.136,0.119,disgust
Fearful Submissive,emotion_modulated,30,Player expresses fear and asks for protection (turn 30),Request,0.000,0.479,0.000,0.000,0.000,-0.479,0.000,0.000,0.137,0.120,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.479,0.000,0.000,0.000,-0.479,0.000,0.000,0.137,0.120,disgust
Fearful Submissive,fixed_priority,1,Player expresses fear and asks for protection (turn 1),Request,0.000,0.050,0.000,0.000,0.000,-0.050,0.000,0.000,0.014,0.013,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.100,0.200,0.000,0.000,-0.100,-0.200,0.000,0.000,0.086,0.075,disgust
Fearful Submissive,fixed_priority,2,Player expresses fear and asks for protection (turn 2),Request,0.090,0.230,0.000,0.000,-0.090,-0.230,0.000,0.000,0.091,0.080,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.190,0.380,0.000,0.000,-0.190,-0.380,0.000,0.000,0.163,0.142,disgust
Fearful Submissive,fixed_priority,3,Player expresses fear and asks for protection (turn 3),Request,0.171,0.392,0.000,0.000,-0.171,-0.392,0.000,0.000,0.161,0.141,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.271,0.542,0.000,0.000,-0.271,-0.542,0.000,0.000,0.232,0.203,disgust
Fearful Submissive,fixed_priority,4,Player expresses fear and asks for protection (turn 4),Request,0.244,0.538,0.000,0.000,-0.244,-0.538,0.000,0.000,0.223,0.195,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.344,0.688,0.000,0.000,-0.344,-0.688,0.000,0.000,0.295,0.258,disgust
Fearful Submissive,fixed_priority,5,Player expresses fear and asks for protection (turn 5),Request,0.310,0.669,0.000,0.000,-0.310,-0.669,0.000,0.000,0.280,0.245,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.410,0.819,0.000,0.000,-0.410,-0.819,0.000,0.000,0.351,0.307,disgust
Fearful Submissive,fixed_priority,6,Player expresses fear and asks for protection (turn 6),Request,0.369,0.787,0.000,0.000,-0.369,-0.787,0.000,0.000,0.330,0.289,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.469,0.937,0.000,0.000,-0.469,-0.937,0.000,0.000,0.402,0.351,disgust
Fearful Submissive,fixed_priority,7,Player expresses fear and asks for protection (turn 7),Request,0.422,0.893,0.000,0.000,-0.422,-0.893,0.000,0.000,0.376,0.329,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.522,1.000,0.000,0.000,-0.522,-1.000,0.000,0.000,0.435,0.380,disgust
Fearful Submissive,fixed_priority,8,Player expresses fear and asks for protection (turn 8),Request,0.470,0.950,0.000,0.000,-0.470,-0.950,0.000,0.000,0.406,0.355,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.570,1.000,0.000,0.000,-0.570,-1.000,0.000,0.000,0.448,0.392,disgust
Fearful Submissive,fixed_priority,9,Player expresses fear and asks for protection (turn 9),Request,0.513,0.950,0.000,0.000,-0.513,-0.950,0.000,0.000,0.418,0.366,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.613,1.000,0.000,0.000,-0.613,-1.000,0.000,0.000,0.461,0.403,disgust
Fearful Submissive,fixed_priority,10,Player expresses fear and asks for protection (turn 10),Request,0.551,0.950,0.000,0.000,-0.551,-0.950,0.000,0.000,0.429,0.375,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.651,1.000,0.000,0.000,-0.651,-1.000,0.000,0.000,0.472,0.413,disgust
Fearful Submissive,fixed_priority,11,Player expresses fear and asks for protection (turn 11),Request,0.586,0.950,0.000,0.000,-0.586,-0.950,0.000,0.000,0.439,0.384,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.686,1.000,0.000,0.000,-0.686,-1.000,0.000,0.000,0.482,0.422,disgust
Fearful Submissive,fixed_priority,12,Player expresses fear and asks for protection (turn 12),Request,0.618,0.950,0.000,0.000,-0.618,-0.950,0.000,0.000,0.448,0.392,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.718,1.000,0.000,0.000,-0.718,-1.000,0.000,0.000,0.491,0.429,disgust
Fearful Submissive,fixed_priority,13,Player expresses fear and asks for protection (turn 13),Request,0.646,0.950,0.000,0.000,-0.646,-0.950,0.000,0.000,0.456,0.399,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.746,1.000,0.000,0.000,-0.746,-1.000,0.000,0.000,0.499,0.436,disgust
Fearful Submissive,fixed_priority,14,Player expresses fear and asks for protection (turn 14),Request,0.671,0.950,0.000,0.000,-0.671,-0.950,0.000,0.000,0.463,0.405,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.771,1.000,0.000,0.000,-0.771,-1.000,0.000,0.000,0.506,0.443,disgust
Fearful Submissive,fixed_priority,15,Player expresses fear and asks for protection (turn 15),Request,0.694,0.950,0.000,0.000,-0.694,-0.950,0.000,0.000,0.470,0.411,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.794,1.000,0.000,0.000,-0.794,-1.000,0.000,0.000,0.513,0.449,disgust
Fearful Submissive,fixed_priority,16,Player expresses fear and asks for protection (turn 16),Request,0.715,0.950,0.000,0.000,-0.715,-0.950,0.000,0.000,0.476,0.416,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.815,1.000,0.000,0.000,-0.815,-1.000,0.000,0.000,0.518,0.454,disgust
Fearful Submissive,fixed_priority,17,Player expresses fear and asks for protection (turn 17),Request,0.733,0.950,0.000,0.000,-0.733,-0.950,0.000,0.000,0.481,0.421,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.833,1.000,0.000,0.000,-0.833,-1.000,0.000,0.000,0.524,0.458,disgust
Fearful Submissive,fixed_priority,18,Player expresses fear and asks for protection (turn 18),Request,0.750,0.950,0.000,0.000,-0.750,-0.950,0.000,0.000,0.486,0.425,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.850,1.000,0.000,0.000,-0.850,-1.000,0.000,0.000,0.529,0.462,disgust
Fearful Submissive,fixed_priority,19,Player expresses fear and asks for protection (turn 19),Request,0.765,0.950,0.000,0.000,-0.765,-0.950,0.000,0.000,0.490,0.429,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.865,1.000,0.000,0.000,-0.865,-1.000,0.000,0.000,0.533,0.466,disgust
Fearful Submissive,fixed_priority,20,Player expresses fear and asks for protection (turn 20),Request,0.778,0.950,0.000,0.000,-0.778,-0.950,0.000,0.000,0.494,0.432,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.878,1.000,0.000,0.000,-0.878,-1.000,0.000,0.000,0.537,0.470,disgust
Fearful Submissive,fixed_priority,21,Player expresses fear and asks for protection (turn 21),Request,0.791,0.950,0.000,0.000,-0.791,-0.950,0.000,0.000,0.497,0.435,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.891,1.000,0.000,0.000,-0.891,-1.000,0.000,0.000,0.540,0.473,disgust
Fearful Submissive,fixed_priority,22,Player expresses fear and asks for protection (turn 22),Request,0.802,0.950,0.000,0.000,-0.802,-0.950,0.000,0.000,0.500,0.438,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.902,1.000,0.000,0.000,-0.902,-1.000,0.000,0.000,0.543,0.475,disgust
Fearful Submissive,fixed_priority,23,Player expresses fear and asks for protection (turn 23),Request,0.811,0.950,0.000,0.000,-0.811,-0.950,0.000,0.000,0.503,0.440,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.911,1.000,0.000,0.000,-0.911,-1.000,0.000,0.000,0.546,0.478,disgust
